timestamp,open,high,low,close,volume
2024-11-01 00:47:00,28069.53,28072.91,28055.89,28072.9,19.29628
2024-11-01 00:48:00,28072.9,28072.9,28069.7,28069.71,4.97505
2024-11-01 00:49:00,28069.7,28069.71,28050.53,28053.35,14.68576
2024-11-01 00:50:00,28053.35,28065.3,28048.65,28065.3,10.98997
2024-11-01 00:51:00,28065.3,28070.68,28065.29,28070.22,26.63202
2024-11-01 00:52:00,28070.22,28071.0,28070.21,28071.0,18.44607
2024-11-01 00:53:00,28070.99,28071.0,28069.66,28069.67,13.41777
2024-11-01 00:54:00,28069.67,28070.54,28069.66,28070.54,8.14711
2024-11-01 00:55:00,28070.53,28070.54,28070.53,28070.54,3.14479
2024-11-01 00:56:00,28070.54,28070.54,28058.37,28059.42,11.89124
2024-11-01 00:57:00,28059.42,28059.53,28041.8,28048.16,20.97422
2024-11-01 00:58:00,28048.16,28060.7,28040.0,28060.69,25.12824
2024-11-01 00:59:00,28060.7,28070.98,28060.69,28069.58,15.52434
2024-11-01 01:00:00,28069.58,28069.59,28064.72,28064.73,11.83563
2024-11-01 01:01:00,28064.73,28069.18,28059.16,28069.17,15.96746
2024-11-01 01:02:00,28069.17,28082.0,28069.17,28080.69,23.04289
2024-11-01 01:03:00,28080.69,28081.34,28080.69,28081.34,6.59429
2024-11-01 01:04:00,28081.33,28084.35,28081.33,28081.86,8.74287
2024-11-01 01:05:00,28081.87,28081.87,28073.68,28080.4,24.11779
2024-11-01 01:06:00,28080.39,28081.86,28080.39,28081.86,7.18093
2024-11-01 01:07:00,28081.85,28084.37,28081.85,28081.86,8.83149
2024-11-01 01:08:00,28081.85,28081.86,28060.69,28072.38,18.65074
2024-11-01 01:09:00,28072.38,28076.03,28072.0,28072.01,9.12937
2024-11-01 01:10:00,28072.0,28074.84,28067.22,28069.72,9.24887
2024-11-01 01:11:00,28069.72,28069.97,28065.25,28065.25,5.47379
2024-11-01 01:12:00,28065.26,28073.7,28065.25,28072.41,20.93082
2024-11-01 01:13:00,28072.4,28072.41,28069.0,28069.0,13.93371
2024-11-01 01:14:00,28069.0,28069.01,28069.0,28069.01,7.04214
2024-11-01 01:15:00,28069.0,28069.01,28046.8,28047.55,92.88927
2024-11-01 01:16:00,28047.55,28050.0,28024.3,28028.43,56.82205
2024-11-01 01:17:00,28028.42,28037.22,28009.19,28037.21,80.36171
2024-11-01 01:18:00,28037.2,28040.91,28035.44,28039.99,13.62317
2024-11-01 01:19:00,28039.99,28045.43,28039.98,28045.42,10.72523
2024-11-01 01:20:00,28045.43,28049.41,28045.42,28047.22,9.68552
2024-11-01 01:21:00,28047.22,28047.25,28047.22,28047.24,8.81123
2024-11-01 01:22:00,28047.25,28047.25,28047.24,28047.25,4.12735
2024-11-01 01:23:00,28047.25,28049.21,28047.24,28049.2,9.65091
2024-11-01 01:24:00,28049.2,28056.51,28047.27,28056.51,9.33388
2024-11-01 01:25:00,28056.51,28062.79,28046.0,28046.0,14.446
2024-11-01 01:26:00,28046.0,28046.01,28022.54,28023.57,30.20647
2024-11-01 01:27:00,28023.57,28023.58,28012.13,28012.13,22.22019
2024-11-01 01:28:00,28012.13,28012.14,28000.5,28004.44,39.13802
2024-11-01 01:29:00,28004.44,28004.44,27988.03,28000.04,49.97566
2024-11-01 01:30:00,28000.04,28011.51,27993.29,28011.5,26.98954
2024-11-01 01:31:00,28011.51,28011.51,28011.5,28011.5,5.4966
2024-11-01 01:32:00,28011.51,28017.12,27985.68,27992.36,36.53307
2024-11-01 01:33:00,27992.35,27999.82,27978.21,27999.82,45.71452
2024-11-01 01:34:00,27999.71,28005.39,27999.71,28002.42,10.59086
2024-11-01 01:35:00,28002.43,28007.71,28002.42,28007.03,10.7084
2024-11-01 01:36:00,28007.03,28008.43,28007.03,28008.42,5.85198
2024-11-01 01:37:00,28008.42,28011.0,28008.42,28011.0,17.32222
2024-11-01 01:38:00,28011.0,28039.31,28010.99,28039.24,43.11432
2024-11-01 01:39:00,28039.23,28043.47,28034.73,28039.73,23.08758
2024-11-01 01:40:00,28039.74,28039.74,28031.93,28031.93,17.98115
2024-11-01 01:41:00,28031.93,28036.34,28027.4,28031.61,11.03085
2024-11-01 01:42:00,28031.62,28031.62,28025.16,28026.41,12.32745
2024-11-01 01:43:00,28026.41,28040.0,28022.48,28039.99,22.64178
2024-11-01 01:44:00,28039.99,28051.41,28029.62,28040.0,17.38921
2024-11-01 01:45:00,28040.0,28060.24,28039.99,28057.1,20.68666
2024-11-01 01:46:00,28057.11,28062.5,28054.1,28055.51,12.95803
2024-11-01 01:47:00,28055.5,28067.85,28055.5,28066.56,9.37004
2024-11-01 01:48:00,28066.56,28079.48,28063.66,28078.86,28.0187
2024-11-01 01:49:00,28078.85,28078.86,28073.34,28073.35,11.71852
2024-11-01 01:50:00,28073.34,28077.85,28073.34,28075.67,10.62914
2024-11-01 01:51:00,28075.67,28075.68,28075.67,28075.67,6.21877
2024-11-01 01:52:00,28075.68,28076.85,28075.67,28076.05,9.03498
2024-11-01 01:53:00,28076.05,28076.83,28073.24,28075.69,7.96878
2024-11-01 01:54:00,28075.69,28075.69,28073.28,28073.29,7.51247
2024-11-01 01:55:00,28073.29,28073.29,28069.86,28069.87,13.10997
2024-11-01 01:56:00,28069.87,28069.87,28059.07,28059.08,9.66566
2024-11-01 01:57:00,28059.08,28059.46,28059.07,28059.07,15.21175
2024-11-01 01:58:00,28059.07,28059.08,28053.02,28053.03,11.36778
2024-11-01 01:59:00,28053.02,28056.3,28052.45,28052.46,12.10306
2024-11-01 02:00:00,28052.45,28055.39,28052.45,28053.16,8.24939
2024-11-01 02:01:00,28053.15,28053.16,28051.89,28051.9,5.77067
2024-11-01 02:02:00,28051.9,28054.44,28048.0,28054.44,12.75462
2024-11-01 02:03:00,28054.43,28070.0,28053.78,28069.99,23.60106
2024-11-01 02:04:00,28069.99,28072.39,28069.99,28072.38,7.01249
2024-11-01 02:05:00,28072.38,28073.54,28072.38,28073.54,7.55431
2024-11-01 02:06:00,28073.53,28078.11,28073.53,28076.99,26.10079
2024-11-01 02:07:00,28076.99,28081.12,28076.98,28081.12,10.81198
2024-11-01 02:08:00,28081.11,28095.72,28080.0,28080.0,28.32926
2024-11-01 02:09:00,28080.0,28080.01,28078.63,28080.01,14.69781
2024-11-01 02:10:00,28080.01,28080.01,28075.45,28077.4,13.94644
2024-11-01 02:11:00,28077.4,28078.45,28077.39,28078.45,7.58776
2024-11-01 02:12:00,28078.45,28085.37,28071.9,28085.37,21.78805
2024-11-01 02:13:00,28085.36,28094.56,28085.36,28092.04,13.14653
2024-11-01 02:14:00,28092.04,28095.72,28086.13,28086.13,12.32771
2024-11-01 02:15:00,28086.14,28086.14,28080.94,28083.71,9.0849
2024-11-01 02:16:00,28083.7,28084.41,28078.65,28084.41,6.68098
2024-11-01 02:17:00,28084.41,28095.05,28084.4,28095.05,9.88197
2024-11-01 02:18:00,28095.05,28095.57,28091.74,28095.56,7.46316
2024-11-01 02:19:00,28095.56,28098.6,28095.56,28098.6,24.41666
2024-11-01 02:20:00,28098.6,28098.6,28067.49,28077.41,146.16834
2024-11-01 02:21:00,28077.4,28077.41,28053.81,28066.71,105.26451
2024-11-01 02:22:00,28066.71,28070.0,28063.91,28070.0,21.72577
2024-11-01 02:23:00,28069.99,28078.83,28069.99,28076.13,17.87057
2024-11-01 02:24:00,28076.13,28076.16,28075.18,28075.18,5.47577
2024-11-01 02:25:00,28075.19,28076.2,28075.18,28076.19,9.36853
2024-11-01 02:26:00,28076.2,28076.2,28072.41,28072.42,7.479
2024-11-01 02:27:00,28072.41,28076.66,28072.41,28074.01,6.80214
2024-11-01 02:28:00,28074.01,28074.84,28072.68,28073.57,6.64704
2024-11-01 02:29:00,28073.57,28073.57,28071.62,28071.62,2.59742
2024-11-01 02:30:00,28071.63,28073.19,28071.62,28073.18,7.10356
2024-11-01 02:31:00,28073.18,28073.19,28063.6,28063.6,13.75566
2024-11-01 02:32:00,28063.6,28066.71,28063.6,28063.71,8.72284
2024-11-01 02:33:00,28063.71,28063.71,28063.6,28063.6,6.26391
2024-11-01 02:34:00,28063.6,28067.33,28063.6,28067.32,5.63874
2024-11-01 02:35:00,28067.32,28070.0,28066.4,28069.99,10.3382
2024-11-01 02:36:00,28070.0,28111.89,28069.99,28108.68,45.29367
2024-11-01 02:37:00,28108.69,28122.9,28099.87,28117.09,35.03448
2024-11-01 02:38:00,28117.09,28153.69,28113.73,28144.53,52.99919
2024-11-01 02:39:00,28144.53,28144.54,28125.6,28128.42,46.94896
2024-11-01 02:40:00,28128.42,28128.42,28121.97,28121.97,19.38035
2024-11-01 02:41:00,28121.98,28122.91,28121.29,28121.3,26.45367
2024-11-01 02:42:00,28121.29,28121.3,28106.79,28108.3,19.63282
2024-11-01 02:43:00,28108.31,28112.63,28108.3,28112.63,8.18772
2024-11-01 02:44:00,28112.63,28112.63,28112.62,28112.63,5.11666
2024-11-01 02:45:00,28112.62,28112.63,28112.62,28112.62,10.02118
2024-11-01 02:46:00,28112.62,28128.41,28112.62,28114.67,46.53341
2024-11-01 02:47:00,28114.67,28114.68,28112.62,28112.62,14.44765
2024-11-01 02:48:00,28112.62,28130.0,28112.62,28122.64,27.36023
2024-11-01 02:49:00,28122.64,28122.65,28105.79,28111.54,46.5415
2024-11-01 02:50:00,28111.54,28111.99,28111.54,28111.98,5.72544
2024-11-01 02:51:00,28111.99,28113.81,28110.03,28113.8,12.07828
2024-11-01 02:52:00,28113.8,28114.0,28111.28,28111.29,9.03319
2024-11-01 02:53:00,28111.29,28113.04,28111.28,28112.68,6.36251
2024-11-01 02:54:00,28112.68,28113.04,28109.64,28113.04,13.56065
2024-11-01 02:55:00,28113.03,28113.04,28102.98,28102.99,15.52329
2024-11-01 02:56:00,28102.98,28102.99,28097.48,28097.49,15.9967
2024-11-01 02:57:00,28097.49,28097.49,28095.46,28095.46,8.99963
2024-11-01 02:58:00,28095.47,28095.47,28089.32,28092.93,11.50353
2024-11-01 02:59:00,28092.93,28092.94,28091.33,28091.34,8.59642
2024-11-01 03:00:00,28091.34,28102.37,28091.12,28102.36,12.7117
2024-11-01 03:01:00,28102.37,28102.37,28091.88,28091.89,19.67913
2024-11-01 03:02:00,28091.88,28091.89,28084.9,28084.94,12.37938
2024-11-01 03:03:00,28084.95,28099.09,28084.94,28099.08,6.69303
2024-11-01 03:04:00,28099.09,28118.84,28099.08,28118.83,14.93619
2024-11-01 03:05:00,28118.83,28118.84,28115.75,28115.76,10.82819
2024-11-01 03:06:00,28115.75,28115.76,28107.58,28107.58,4.27289
2024-11-01 03:07:00,28107.58,28107.59,28105.81,28105.82,3.29885
2024-11-01 03:08:00,28105.81,28105.82,28089.99,28091.39,23.76363
2024-11-01 03:09:00,28091.4,28092.48,28091.15,28092.48,8.75987
2024-11-01 03:10:00,28092.47,28094.05,28086.58,28091.4,24.65536
2024-11-01 03:11:00,28091.4,28096.15,28091.39,28096.14,11.75786
2024-11-01 03:12:00,28096.14,28099.57,28094.22,28096.16,14.40557
2024-11-01 03:13:00,28096.15,28098.6,28094.16,28098.6,11.84678
2024-11-01 03:14:00,28098.59,28100.75,28098.59,28100.75,8.86498
2024-11-01 03:15:00,28100.74,28104.93,28100.74,28104.92,5.0282
2024-11-01 03:16:00,28104.92,28104.93,28102.73,28102.74,7.95524
2024-11-01 03:17:00,28102.74,28102.74,28102.55,28102.56,6.47349
2024-11-01 03:18:00,28102.56,28102.56,28101.34,28101.34,5.95046
2024-11-01 03:19:00,28101.34,28101.35,28101.3,28101.3,7.03288
2024-11-01 03:20:00,28101.31,28101.31,28090.33,28090.34,20.21102
2024-11-01 03:21:00,28090.34,28092.54,28090.33,28092.53,5.48836
2024-11-01 03:22:00,28092.53,28093.68,28091.5,28093.67,23.60418
2024-11-01 03:23:00,28093.68,28093.68,28093.52,28093.52,13.15609
2024-11-01 03:24:00,28093.52,28093.53,28093.51,28093.52,8.9291
2024-11-01 03:25:00,28093.52,28099.07,28093.51,28095.89,7.5662
2024-11-01 03:26:00,28095.88,28101.33,28082.8,28082.8,24.29742
2024-11-01 03:27:00,28082.81,28102.04,28070.44,28102.04,26.02665
2024-11-01 03:28:00,28102.04,28111.36,28102.03,28111.31,39.53731
2024-11-01 03:29:00,28111.32,28111.32,28104.7,28104.7,11.85664
2024-11-01 03:30:00,28104.71,28104.71,28071.65,28073.29,13.6296
2024-11-01 03:31:00,28073.28,28074.86,28073.28,28074.85,6.84107
2024-11-01 03:32:00,28074.86,28076.25,28067.28,28072.84,28.19495
2024-11-01 03:33:00,28072.85,28072.85,28072.84,28072.85,3.76395
2024-11-01 03:34:00,28072.84,28090.27,28072.84,28090.26,7.85849
2024-11-01 03:35:00,28090.26,28092.55,28090.26,28090.26,5.26467
2024-11-01 03:36:00,28090.26,28090.27,28086.75,28086.76,3.46976
2024-11-01 03:37:00,28086.76,28086.76,28070.04,28072.81,8.61177
2024-11-01 03:38:00,28072.81,28074.13,28068.91,28068.92,11.48829
2024-11-01 03:39:00,28068.91,28068.92,28068.91,28068.91,1.9854
2024-11-01 03:40:00,28068.91,28070.7,28068.91,28068.99,4.3906
2024-11-01 03:41:00,28069.0,28069.0,28068.99,28068.99,7.07121
2024-11-01 03:42:00,28069.0,28069.0,28050.25,28055.27,29.64741
2024-11-01 03:43:00,28055.27,28055.27,28020.42,28039.5,36.74646
2024-11-01 03:44:00,28039.5,28054.93,28039.44,28054.93,12.01898
2024-11-01 03:45:00,28054.93,28054.93,28052.16,28054.93,11.7805
2024-11-01 03:46:00,28054.92,28055.53,28051.9,28051.91,5.87986
2024-11-01 03:47:00,28051.91,28054.32,28051.9,28054.32,7.21091
2024-11-01 03:48:00,28054.31,28067.81,28054.31,28061.68,19.48636
2024-11-01 03:49:00,28061.68,28061.68,28061.67,28061.68,4.66228
2024-11-01 03:50:00,28061.67,28073.58,28061.67,28072.92,11.24034
2024-11-01 03:51:00,28072.91,28072.92,28071.51,28071.51,6.87099
2024-11-01 03:52:00,28071.51,28072.92,28068.21,28072.91,11.37478
2024-11-01 03:53:00,28072.91,28073.18,28061.0,28064.93,17.90146
2024-11-01 03:54:00,28064.93,28069.45,28061.76,28067.99,7.94007
2024-11-01 03:55:00,28067.99,28074.29,28064.58,28073.56,10.1069
2024-11-01 03:56:00,28073.56,28073.56,28072.69,28072.69,17.50568
2024-11-01 03:57:00,28072.7,28072.7,28072.69,28072.69,3.7668
2024-11-01 03:58:00,28072.7,28076.26,28072.69,28076.26,9.11539
2024-11-01 03:59:00,28076.25,28081.06,28076.25,28081.06,11.78566
2024-11-01 04:00:00,28081.06,28081.06,28077.01,28078.0,11.49106
2024-11-01 04:01:00,28078.0,28079.84,28077.99,28079.83,3.78571
2024-11-01 04:02:00,28079.83,28079.84,28079.83,28079.83,3.85659
2024-11-01 04:03:00,28079.83,28079.84,28077.58,28077.98,20.38524
2024-11-01 04:04:00,28077.99,28077.99,28077.98,28077.99,5.89899
2024-11-01 04:05:00,28077.99,28077.99,28062.96,28063.8,20.40103
2024-11-01 04:06:00,28063.81,28063.94,28062.99,28062.99,13.18763
2024-11-01 04:07:00,28063.0,28074.11,28062.99,28070.11,18.58246
2024-11-01 04:08:00,28070.11,28071.29,28070.1,28071.28,5.65028
2024-11-01 04:09:00,28071.28,28071.92,28071.28,28071.29,7.93682
2024-11-01 04:10:00,28071.29,28073.67,28066.72,28067.8,9.937
2024-11-01 04:11:00,28067.81,28067.81,28063.78,28063.79,25.93334
2024-11-01 04:12:00,28063.78,28063.79,28047.33,28053.52,18.41528
2024-11-01 04:13:00,28053.52,28053.52,28041.7,28047.97,33.27789
2024-11-01 04:14:00,28047.98,28051.6,28047.97,28051.59,6.75776
2024-11-01 04:15:00,28051.6,28051.6,28034.53,28037.58,20.10985
2024-11-01 04:16:00,28037.57,28047.21,28026.14,28047.21,29.39432
2024-11-01 04:17:00,28047.2,28047.3,28041.71,28041.71,21.66315
2024-11-01 04:18:00,28041.72,28041.72,28039.54,28039.54,6.08762
2024-11-01 04:19:00,28039.54,28039.55,28035.23,28036.64,5.96301
2024-11-01 04:20:00,28036.64,28038.57,28036.63,28038.57,8.55747
2024-11-01 04:21:00,28038.57,28040.86,28031.09,28031.09,17.16907
2024-11-01 04:22:00,28031.09,28033.63,28022.48,28023.62,23.04599
2024-11-01 04:23:00,28023.62,28023.62,27969.61,27990.99,144.92035
2024-11-01 04:24:00,27990.99,28010.0,27985.38,28001.09,62.02207
2024-11-01 04:25:00,28001.09,28004.75,27985.08,28004.75,53.65265
2024-11-01 04:26:00,28004.75,28018.13,28004.74,28018.05,47.92615
2024-11-01 04:27:00,28018.05,28018.05,27997.05,28008.77,35.42195
2024-11-01 04:28:00,28008.78,28008.78,27998.95,28002.13,12.84692
2024-11-01 04:29:00,28002.13,28002.13,27991.7,27991.71,13.72593
2024-11-01 04:30:00,27991.7,28011.76,27989.0,28011.75,42.25685
2024-11-01 04:31:00,28011.76,28018.94,28011.75,28018.89,25.60936
2024-11-01 04:32:00,28018.89,28030.9,28018.43,28023.92,29.00385
2024-11-01 04:33:00,28023.93,28036.4,28023.92,28029.97,36.40629
2024-11-01 04:34:00,28029.97,28033.24,28029.7,28030.6,44.07088
2024-11-01 04:35:00,28030.6,28034.44,28030.59,28033.66,17.98832
2024-11-01 04:36:00,28033.65,28033.66,28032.19,28032.93,27.00474
2024-11-01 04:37:00,28032.93,28046.98,28032.92,28046.59,27.23019
2024-11-01 04:38:00,28046.58,28046.59,28035.85,28035.85,11.05945
2024-11-01 04:39:00,28035.86,28036.75,28035.85,28036.75,24.51816
2024-11-01 04:40:00,28036.75,28036.75,28032.87,28034.6,33.51252
2024-11-01 04:41:00,28034.6,28036.74,28028.66,28028.67,22.54242
2024-11-01 04:42:00,28028.66,28046.63,28028.66,28041.4,42.55668
2024-11-01 04:43:00,28041.41,28048.08,28027.18,28027.18,61.90258
2024-11-01 04:44:00,28027.19,28027.19,28026.05,28026.16,24.09636
2024-11-01 04:45:00,28026.17,28026.17,28026.06,28026.17,15.07982
2024-11-01 04:46:00,28026.16,28045.03,28026.16,28039.77,20.57537
2024-11-01 04:47:00,28039.76,28040.71,28039.76,28040.7,10.58935
2024-11-01 04:48:00,28040.7,28042.64,28040.7,28042.63,11.33312
2024-11-01 04:49:00,28042.64,28043.75,28035.18,28035.18,18.7293
2024-11-01 04:50:00,28035.19,28048.08,28020.0,28020.0,71.41405
2024-11-01 04:51:00,28020.01,28024.56,28012.24,28024.52,25.11897
2024-11-01 04:52:00,28024.52,28024.62,28008.53,28008.54,29.23018
2024-11-01 04:53:00,28008.53,28013.13,28006.46,28013.12,11.88811
2024-11-01 04:54:00,28013.13,28017.75,28013.12,28017.74,3.69207
2024-11-01 04:55:00,28017.75,28017.75,28013.59,28014.74,10.60688
2024-11-01 04:56:00,28014.74,28017.65,28012.75,28017.64,11.0535
2024-11-01 04:57:00,28017.64,28019.2,28017.64,28019.19,5.75189
2024-11-01 04:58:00,28019.19,28019.2,28016.38,28016.39,7.69225
2024-11-01 04:59:00,28016.39,28016.39,28015.02,28015.03,5.07328
2024-11-01 05:00:00,28015.03,28018.01,28015.02,28018.01,8.9341
2024-11-01 05:01:00,28018.01,28018.01,28018.0,28018.01,6.03736
2024-11-01 05:02:00,28018.01,28018.02,28018.0,28018.01,4.30287
2024-11-01 05:03:00,28018.02,28018.02,28018.01,28018.02,4.11067
2024-11-01 05:04:00,28018.02,28018.02,28018.01,28018.02,5.75539
2024-11-01 05:05:00,28018.01,28034.87,28018.01,28034.87,26.41083
2024-11-01 05:06:00,28034.87,28036.05,28032.4,28032.41,15.25171
2024-11-01 05:07:00,28032.41,28037.09,28031.66,28037.06,19.17867
2024-11-01 05:08:00,28037.05,28039.33,28037.05,28039.32,8.6435
2024-11-01 05:09:00,28039.32,28039.33,28039.0,28039.0,6.88458
2024-11-01 05:10:00,28039.01,28041.89,28039.0,28041.89,6.32774
2024-11-01 05:11:00,28041.89,28044.93,28041.88,28044.93,11.75822
2024-11-01 05:12:00,28044.93,28052.69,28044.92,28052.69,13.54869
2024-11-01 05:13:00,28052.69,28068.73,28052.68,28068.72,35.80576
2024-11-01 05:14:00,28068.73,28068.73,28068.72,28068.73,4.43331
2024-11-01 05:15:00,28068.73,28068.73,28060.92,28060.93,45.7551
2024-11-01 05:16:00,28060.92,28060.93,28059.86,28059.99,26.23933
2024-11-01 05:17:00,28059.99,28060.01,28059.99,28060.0,14.0993
2024-11-01 05:18:00,28060.0,28060.17,28056.49,28056.49,21.54101
2024-11-01 05:19:00,28056.49,28057.07,28056.49,28057.06,12.048
2024-11-01 05:20:00,28057.07,28057.08,28057.06,28057.08,6.52736
2024-11-01 05:21:00,28057.08,28070.15,28057.07,28070.15,30.29518
2024-11-01 05:22:00,28070.14,28070.15,28068.44,28068.44,21.54395
2024-11-01 05:23:00,28068.45,28073.92,28068.44,28071.2,21.42593
2024-11-01 05:24:00,28071.2,28071.2,28071.19,28071.2,4.80145
2024-11-01 05:25:00,28071.19,28072.01,28062.68,28062.69,13.88686
2024-11-01 05:26:00,28062.69,28062.69,28062.68,28062.68,4.50669
2024-11-01 05:27:00,28062.69,28067.28,28060.39,28064.79,14.28622
2024-11-01 05:28:00,28064.78,28064.79,28057.5,28057.51,8.63179
2024-11-01 05:29:00,28057.51,28057.51,28056.07,28056.11,28.9256
2024-11-01 05:30:00,28056.12,28056.12,28053.36,28053.36,9.60997
2024-11-01 05:31:00,28053.37,28054.18,28053.35,28054.17,10.92922
2024-11-01 05:32:00,28054.17,28065.52,28054.11,28065.51,36.45436
2024-11-01 05:33:00,28065.52,28065.52,28053.2,28053.2,21.62897
2024-11-01 05:34:00,28053.21,28053.21,28049.0,28049.0,7.01905
2024-11-01 05:35:00,28049.01,28050.32,28049.0,28049.0,9.21585
2024-11-01 05:36:00,28049.0,28052.65,28049.0,28052.65,8.4849
2024-11-01 05:37:00,28052.64,28056.9,28052.64,28055.5,27.91516
2024-11-01 05:38:00,28055.49,28064.42,28055.49,28064.42,9.49355
2024-11-01 05:39:00,28064.41,28068.82,28056.84,28063.91,15.39863
2024-11-01 05:40:00,28063.91,28067.82,28060.55,28060.56,17.51907
2024-11-01 05:41:00,28060.56,28060.56,28056.92,28059.46,6.84442
2024-11-01 05:42:00,28059.47,28060.0,28055.54,28055.54,11.54652
2024-11-01 05:43:00,28055.55,28055.55,28055.54,28055.54,4.47866
2024-11-01 05:44:00,28055.55,28055.55,28055.54,28055.55,4.33969
2024-11-01 05:45:00,28055.54,28056.93,28055.54,28056.93,5.02965
2024-11-01 05:46:00,28056.93,28059.69,28056.92,28059.69,9.50997
2024-11-01 05:47:00,28059.69,28068.08,28059.68,28066.19,21.89797
2024-11-01 05:48:00,28066.18,28068.38,28063.37,28063.37,7.75263
2024-11-01 05:49:00,28063.37,28063.38,28056.0,28056.01,6.98448
2024-11-01 05:50:00,28056.01,28056.01,28055.86,28055.87,10.15325
2024-11-01 05:51:00,28055.86,28071.38,28055.86,28068.69,24.66443
2024-11-01 05:52:00,28068.68,28076.36,28068.68,28076.35,24.61052
2024-11-01 05:53:00,28076.35,28088.88,28076.35,28085.33,30.37567
2024-11-01 05:54:00,28085.33,28085.33,28055.54,28055.54,21.03499
2024-11-01 05:55:00,28055.55,28055.55,28047.77,28047.78,27.77926
2024-11-01 05:56:00,28047.78,28047.78,28045.05,28046.2,19.64117
2024-11-01 05:57:00,28046.2,28046.2,28045.4,28045.4,12.95342
2024-11-01 05:58:00,28045.4,28045.41,28037.4,28037.4,33.00399
2024-11-01 05:59:00,28037.4,28037.41,28036.89,28037.02,14.91183
2024-11-01 06:00:00,28037.03,28037.03,28035.42,28035.43,6.77618
2024-11-01 06:01:00,28035.43,28035.43,28033.19,28034.33,11.40763
2024-11-01 06:02:00,28034.32,28034.33,28020.59,28027.87,31.59492
2024-11-01 06:03:00,28027.86,28027.87,28007.51,28007.51,23.88259
2024-11-01 06:04:00,28007.51,28011.16,28007.51,28011.16,15.22579
2024-11-01 06:05:00,28011.15,28030.42,28011.15,28030.4,20.81876
2024-11-01 06:06:00,28030.41,28030.86,28027.18,28027.18,27.90307
